participant,blockcode,trialnum,correct,latency1,stimoli,categorie,Condition,latency.cor,blocco,block,latency
27,Whitebad,33,1,794,dolore,Negativo,inc,794,prova_inc6,practiceWhitebad,794
27,Whitebad,35,1,956,bm56,NeroMaschio,inc,956,prova_inc6,practiceWhitebad,956
27,Whitebad,37,1,1175,buono,Positivo,inc,1175,prova_inc6,practiceWhitebad,1175
27,Whitebad,39,1,586,bf23,NeroFemmina,inc,586,prova_inc6,practiceWhitebad,586
27,Whitebad,41,0,636,fallimento,Negativo,inc,1111,prova_inc6,practiceWhitebad,1111
27,Whitebad,44,1,1201,wf6,BiancoFem,inc,1201,prova_inc6,practiceWhitebad,1201
27,Whitebad,47,1,1682,wm4,BiancoMaschio,inc,1682,test_inc6,testWhitebad,1682
27,Whitebad,49,1,953,piacere,Positivo,inc,953,test_inc6,testWhitebad,953
27,Whitebad,51,1,1196,bf14,NeroFemmina,inc,1196,test_inc6,testWhitebad,1196
27,Whitebad,53,0,1079,amore,Positivo,inc,1477,test_inc6,testWhitebad,1477
27,Whitebad,56,1,1167,bm14,NeroMaschio,inc,1167,test_inc6,testWhitebad,1167
27,Whitebad,58,1,1138,ridere,Positivo,inc,1138,test_inc6,testWhitebad,1138
27,Whitebad,60,1,774,wm6,BiancoMaschio,inc,774,test_inc6,testWhitebad,774
27,Whitebad,62,1,910,male,Negativo,inc,910,test_inc6,testWhitebad,910
27,Whitebad,64,1,699,bf56,NeroFemmina,inc,699,test_inc6,testWhitebad,699
27,Whitebad,66,0,873,piacere,Positivo,inc,1215,test_inc6,testWhitebad,1215
27,Whitebad,69,1,1025,bm14,NeroMaschio,inc,1025,test_inc6,testWhitebad,1025
27,Whitebad,71,1,1114,amore,Positivo,inc,1114,test_inc6,testWhitebad,1114
27,Whitebad,73,1,680,bf14,NeroFemmina,inc,680,test_inc6,testWhitebad,680
27,Whitebad,75,1,527,pace,Positivo,inc,527,test_inc6,testWhitebad,527
27,Whitebad,77,1,603,bm56,NeroMaschio,inc,603,test_inc6,testWhitebad,603
27,Whitebad,79,1,668,cattivo,Negativo,inc,668,test_inc6,testWhitebad,668
27,Whitebad,81,1,603,wm1,BiancoMaschio,inc,603,test_inc6,testWhitebad,603
27,Whitebad,83,1,1058,gioia,Positivo,inc,1058,test_inc6,testWhitebad,1058
27,Whitebad,85,1,833,wf2,BiancoFem,inc,833,test_inc6,testWhitebad,833
27,Whitebad,87,0,1402,felicità,Positivo,inc,1731,test_inc6,testWhitebad,1731
27,Whitebad,90,1,949,bm23,NeroMaschio,inc,949,test_inc6,testWhitebad,949
27,Whitebad,92,1,793,orribile,Negativo,inc,793,test_inc6,testWhitebad,793
27,Whitebad,94,1,795,wf3,BiancoFem,inc,795,test_inc6,testWhitebad,795
27,Whitebad,96,1,557,cattivo,Negativo,inc,557,test_inc6,testWhitebad,557
27,Whitebad,98,1,825,bf23,NeroFemmina,inc,825,test_inc6,testWhitebad,825
27,Whitebad,100,1,986,male,Negativo,inc,986,test_inc6,testWhitebad,986
27,Whitebad,102,1,1292,wm4,BiancoMaschio,inc,1292,test_inc6,testWhitebad,1292
27,Whitebad,104,1,899,gloria,Positivo,inc,899,test_inc6,testWhitebad,899
27,Whitebad,106,1,1608,wf2,BiancoFem,inc,1608,test_inc6,testWhitebad,1608
27,Whitebad,108,1,1818,odio,Negativo,inc,1818,test_inc6,testWhitebad,1818
27,Whitebad,110,1,699,bf56,NeroFemmina,inc,699,test_inc6,testWhitebad,699
27,Whitebad,112,1,1297,orribile,Negativo,inc,1297,test_inc6,testWhitebad,1297
27,Whitebad,114,1,775,bm14,NeroMaschio,inc,775,test_inc6,testWhitebad,775
27,Whitebad,116,1,738,dolore,Negativo,inc,738,test_inc6,testWhitebad,738
27,Whitebad,118,1,782,bm56,NeroMaschio,inc,782,test_inc6,testWhitebad,782
27,Whitebad,120,1,961,terribile,Negativo,inc,961,test_inc6,testWhitebad,961
27,Whitebad,122,1,644,bf56,NeroFemmina,inc,644,test_inc6,testWhitebad,644
27,Whitebad,124,1,964,fastidioso,Negativo,inc,964,test_inc6,testWhitebad,964
27,Whitebad,126,1,759,wf3,BiancoFem,inc,759,test_inc6,testWhitebad,759
27,Whitebad,128,1,794,buono,Positivo,inc,794,test_inc6,testWhitebad,794
28,Whitegood,2,1,840,felicità,Positivo,comp,840,prova_comp5,practiceWhitegood,840
28,Whitegood,4,1,800,bm56,NeroMaschio,comp,800,prova_comp5,practiceWhitegood,800
28,Whitegood,6,1,632,ridere,Positivo,comp,632,prova_comp5,practiceWhitegood,632
28,Whitegood,8,1,704,wm1,BiancoMaschio,comp,704,prova_comp5,practiceWhitegood,704
28,Whitegood,10,1,755,odio,Negativo,comp,755,prova_comp5,practiceWhitegood,755
28,Whitegood,12,1,470,bf23,NeroFemmina,comp,470,prova_comp5,practiceWhitegood,470
28,Whitegood,14,1,525,piacere,Positivo,comp,525,prova_comp5,practiceWhitegood,525
28,Whitegood,16,0,561,wm4,BiancoMaschio,comp,1196,prova_comp5,practiceWhitegood,1196
28,Whitegood,19,1,475,gloria,Positivo,comp,475,prova_comp5,practiceWhitegood,475
28,Whitegood,21,1,471,wm6,BiancoMaschio,comp,471,prova_comp5,practiceWhitegood,471
28,Whitegood,23,1,542,dolore,Negativo,comp,542,prova_comp5,practiceWhitegood,542
28,Whitegood,25,1,385,bm23,NeroMaschio,comp,385,prova_comp5,practiceWhitegood,385
28,Whitegood,27,1,444,buono,Positivo,comp,444,prova_comp5,practiceWhitegood,444
28,Whitegood,29,1,571,wf3,BiancoFem,comp,571,prova_comp5,practiceWhitegood,571
28,Whitegood,31,1,422,gioia,Positivo,comp,422,prova_comp5,practiceWhitegood,422
28,Whitegood,33,1,423,wf2,BiancoFem,comp,423,prova_comp5,practiceWhitegood,423
28,Whitegood,35,1,688,fastidioso,Negativo,comp,688,prova_comp5,practiceWhitegood,688
28,Whitegood,37,1,422,bf14,NeroFemmina,comp,422,prova_comp5,practiceWhitegood,422
28,Whitegood,39,1,535,fallimento,Negativo,comp,535,prova_comp5,practiceWhitegood,535
28,Whitegood,41,1,459,bf56,NeroFemmina,comp,459,prova_comp5,practiceWhitegood,459
28,Whitegood,44,1,715,wf6,BiancoFem,comp,715,test_comp5,testWhitegood,715
28,Whitegood,46,1,673,male,Negativo,comp,673,test_comp5,testWhitegood,673
28,Whitegood,48,1,423,bm14,NeroMaschio,comp,423,test_comp5,testWhitegood,423
28,Whitegood,50,1,424,terribile,Negativo,comp,424,test_comp5,testWhitegood,424
28,Whitegood,52,1,529,wf6,BiancoFem,comp,529,test_comp5,testWhitegood,529
28,Whitegood,54,1,502,pace,Positivo,comp,502,test_comp5,testWhitegood,502
28,Whitegood,56,1,451,wm4,BiancoMaschio,comp,451,test_comp5,testWhitegood,451
28,Whitegood,58,1,555,orribile,Negativo,comp,555,test_comp5,testWhitegood,555
28,Whitegood,60,1,423,bf14,NeroFemmina,comp,423,test_comp5,testWhitegood,423
28,Whitegood,62,1,399,amore,Positivo,comp,399,test_comp5,testWhitegood,399
28,Whitegood,64,1,489,bm23,NeroMaschio,comp,489,test_comp5,testWhitegood,489
28,Whitegood,66,1,664,cattivo,Negativo,comp,664,test_comp5,testWhitegood,664
28,Whitegood,68,1,550,wm1,BiancoMaschio,comp,550,test_comp5,testWhitegood,550
28,Whitegood,70,1,394,pace,Positivo,comp,394,test_comp5,testWhitegood,394
28,Whitegood,72,1,475,wm6,BiancoMaschio,comp,475,test_comp5,testWhitegood,475
28,Whitegood,74,1,352,gioia,Positivo,comp,352,test_comp5,testWhitegood,352
28,Whitegood,76,0,516,bf23,NeroFemmina,comp,802,test_comp5,testWhitegood,802
28,Whitegood,79,1,588,orribile,Negativo,comp,588,test_comp5,testWhitegood,588
28,Whitegood,81,1,350,bf56,NeroFemmina,comp,350,test_comp5,testWhitegood,350
28,Whitegood,83,1,434,amore,Positivo,comp,434,test_comp5,testWhitegood,434
28,Whitegood,85,1,530,bm56,NeroMaschio,comp,530,test_comp5,testWhitegood,530
28,Whitegood,87,1,447,cattivo,Negativo,comp,447,test_comp5,testWhitegood,447
28,Whitegood,89,1,550,wf2,BiancoFem,comp,550,test_comp5,testWhitegood,550
28,Whitegood,91,1,538,buono,Positivo,comp,538,test_comp5,testWhitegood,538
28,Whitegood,93,0,438,bm14,NeroMaschio,comp,722,test_comp5,testWhitegood,722
28,Whitegood,96,1,658,ridere,Positivo,comp,658,test_comp5,testWhitegood,658
28,Whitegood,98,0,363,wf3,BiancoFem,comp,647,test_comp5,testWhitegood,647
28,Whitegood,101,1,642,odio,Negativo,comp,642,test_comp5,testWhitegood,642
28,Whitegood,103,1,553,wm4,BiancoMaschio,comp,553,test_comp5,testWhitegood,553
28,Whitegood,105,0,461,fastidioso,Negativo,comp,767,test_comp5,testWhitegood,767
28,Whitegood,108,1,375,bm56,NeroMaschio,comp,375,test_comp5,testWhitegood,375
28,Whitegood,110,1,418,fallimento,Negativo,comp,418,test_comp5,testWhitegood,418
28,Whitegood,112,1,435,bm14,NeroMaschio,comp,435,test_comp5,testWhitegood,435
28,Whitegood,114,1,515,gloria,Positivo,comp,515,test_comp5,testWhitegood,515
28,Whitegood,116,1,504,wm6,BiancoMaschio,comp,504,test_comp5,testWhitegood,504
28,Whitegood,118,1,694,dolore,Negativo,comp,694,test_comp5,testWhitegood,694
28,Whitegood,120,1,467,wf6,BiancoFem,comp,467,test_comp5,testWhitegood,467
28,Whitegood,122,1,415,felicità,Positivo,comp,415,test_comp5,testWhitegood,415
28,Whitegood,124,1,472,bf14,NeroFemmina,comp,472,test_comp5,testWhitegood,472
28,Whitegood,126,1,527,male,Negativo,comp,527,test_comp5,testWhitegood,527
28,Whitebad,2,0,767,male,Negativo,inc,1726,prova_inc7,practiceWhitebad,1726
28,Whitebad,5,1,1842,wm6,BiancoMaschio,inc,1842,prova_inc7,practiceWhitebad,1842
28,Whitebad,7,1,867,terribile,Negativo,inc,867,prova_inc7,practiceWhitebad,867
28,Whitebad,9,0,426,bm14,NeroMaschio,inc,731,prova_inc7,practiceWhitebad,731
28,Whitebad,12,0,486,odio,Negativo,inc,2080,prova_inc7,practiceWhitebad,2080
28,Whitebad,15,0,1523,bf14,NeroFemmina,inc,3346,prova_inc7,practiceWhitebad,3346
28,Whitebad,18,1,2055,fastidioso,Negativo,inc,2055,prova_inc7,practiceWhitebad,2055
28,Whitebad,20,1,1391,wf3,BiancoFem,inc,1391,prova_inc7,practiceWhitebad,1391
28,Whitebad,22,0,546,ridere,Positivo,inc,902,prova_inc7,practiceWhitebad,902
28,Whitebad,25,0,855,bm56,NeroMaschio,inc,1532,prova_inc7,practiceWhitebad,1532
28,Whitebad,28,1,699,fallimento,Negativo,inc,699,prova_inc7,practiceWhitebad,699
28,Whitebad,30,1,536,bm23,NeroMaschio,inc,536,prova_inc7,practiceWhitebad,536
28,Whitebad,32,1,669,cattivo,Negativo,inc,669,prova_inc7,practiceWhitebad,669
28,Whitebad,34,0,508,wf2,BiancoFem,inc,1083,prova_inc7,practiceWhitebad,1083
28,Whitebad,37,1,1953,pace,Positivo,inc,1953,prova_inc7,practiceWhitebad,1953
28,Whitebad,39,1,901,wm1,BiancoMaschio,inc,901,prova_inc7,practiceWhitebad,901
28,Whitebad,41,0,1179,orribile,Negativo,inc,2143,prova_inc7,practiceWhitebad,2143
28,Whitebad,44,0,583,wm4,BiancoMaschio,inc,1894,prova_inc7,practiceWhitebad,1894
28,Whitebad,47,1,5212,piacere,Positivo,inc,5212,prova_inc7,practiceWhitebad,5212
28,Whitebad,49,1,1103,bf56,NeroFemmina,inc,1103,prova_inc7,practiceWhitebad,1103
28,Whitebad,52,0,1154,bf23,NeroFemmina,inc,1614,test_inc7,testWhitebad,1614
28,Whitebad,55,1,795,dolore,Negativo,inc,795,test_inc7,testWhitebad,795
28,Whitebad,57,0,884,wf6,BiancoFem,inc,1997,test_inc7,testWhitebad,1997
28,Whitebad,60,0,734,cattivo,Negativo,inc,1318,test_inc7,testWhitebad,1318
28,Whitebad,63,1,665,wf6,BiancoFem,inc,665,test_inc7,testWhitebad,665
28,Whitebad,65,0,696,felicità,Positivo,inc,1149,test_inc7,testWhitebad,1149
28,Whitebad,68,0,611,bm56,NeroMaschio,inc,1150,test_inc7,testWhitebad,1150
28,Whitebad,71,0,663,terribile,Negativo,inc,2091,test_inc7,testWhitebad,2091
28,Whitebad,74,1,1388,wf3,BiancoFem,inc,1388,test_inc7,testWhitebad,1388
28,Whitebad,76,1,879,buono,Positivo,inc,879,test_inc7,testWhitebad,879
28,Whitebad,78,1,1677,bm14,NeroMaschio,inc,1677,test_inc7,testWhitebad,1677
28,Whitebad,80,0,773,amore,Positivo,inc,1235,test_inc7,testWhitebad,1235
28,Whitebad,83,0,724,wf2,BiancoFem,inc,1219,test_inc7,testWhitebad,1219
28,Whitebad,86,0,597,gloria,Positivo,inc,970,test_inc7,testWhitebad,970
28,Whitebad,89,1,1735,bf56,NeroFemmina,inc,1735,test_inc7,testWhitebad,1735
28,Whitebad,91,1,708,gioia,Positivo,inc,708,test_inc7,testWhitebad,708
28,Whitebad,93,1,681,wm6,BiancoMaschio,inc,681,test_inc7,testWhitebad,681
28,Whitebad,95,1,967,gloria,Positivo,inc,967,test_inc7,testWhitebad,967
28,Whitebad,97,1,643,wm4,BiancoMaschio,inc,643,test_inc7,testWhitebad,643
28,Whitebad,99,0,627,fastidioso,Negativo,inc,1309,test_inc7,testWhitebad,1309
28,Whitebad,102,1,544,bf23,NeroFemmina,inc,544,test_inc7,testWhitebad,544
28,Whitebad,104,1,1125,male,Negativo,inc,1125,test_inc7,testWhitebad,1125
28,Whitebad,106,1,489,bm23,NeroMaschio,inc,489,test_inc7,testWhitebad,489
28,Whitebad,108,0,695,gioia,Positivo,inc,1107,test_inc7,testWhitebad,1107
28,Whitebad,111,1,652,wm1,BiancoMaschio,inc,652,test_inc7,testWhitebad,652
28,Whitebad,113,1,836,piacere,Positivo,inc,836,test_inc7,testWhitebad,836
28,Whitebad,115,1,484,bf14,NeroFemmina,inc,484,test_inc7,testWhitebad,484
28,Whitebad,117,1,595,pace,Positivo,inc,595,test_inc7,testWhitebad,595
28,Whitebad,119,0,508,wm1,BiancoMaschio,inc,940,test_inc7,testWhitebad,940
28,Whitebad,122,1,504,ridere,Positivo,inc,504,test_inc7,testWhitebad,504
28,Whitebad,124,1,693,wf2,BiancoFem,inc,693,test_inc7,testWhitebad,693
28,Whitebad,126,0,452,odio,Negativo,inc,1277,test_inc7,testWhitebad,1277
28,Whitebad,129,1,1785,bm56,NeroMaschio,inc,1785,test_inc7,testWhitebad,1785
28,Whitebad,131,1,788,orribile,Negativo,inc,788,test_inc7,testWhitebad,788
28,Whitebad,133,1,398,bm23,NeroMaschio,inc,398,test_inc7,testWhitebad,398
28,Whitebad,135,1,1264,felicità,Positivo,inc,1264,test_inc7,testWhitebad,1264
28,Whitebad,137,0,391,wm4,BiancoMaschio,inc,726,test_inc7,testWhitebad,726
28,Whitebad,140,1,739,amore,Positivo,inc,739,test_inc7,testWhitebad,739
28,Whitebad,142,0,519,bf14,NeroFemmina,inc,809,test_inc7,testWhitebad,809
28,Whitebad,145,1,647,fallimento,Negativo,inc,647,test_inc7,testWhitebad,647
29,Whitebad,2,1,1284,felicità,Positivo,inc,1284,prova_inc4,practiceWhitebad,1284
29,Whitebad,4,1,650,wm4,BiancoMaschio,inc,650,prova_inc4,practiceWhitebad,650
29,Whitebad,6,1,642,piacere,Positivo,inc,642,prova_inc4,practiceWhitebad,642
29,Whitebad,8,1,609,wf2,BiancoFem,inc,609,prova_inc4,practiceWhitebad,609
29,Whitebad,10,0,723,cattivo,Negativo,inc,1313,prova_inc4,practiceWhitebad,1313
29,Whitebad,13,1,1087,bf56,NeroFemmina,inc,1087,prova_inc4,practiceWhitebad,1087
29,Whitebad,15,1,766,buono,Positivo,inc,766,prova_inc4,practiceWhitebad,766
29,Whitebad,17,1,609,bf14,NeroFemmina,inc,609,prova_inc4,practiceWhitebad,609
29,Whitebad,19,1,650,orribile,Negativo,inc,650,prova_inc4,practiceWhitebad,650
29,Whitebad,21,1,506,bm14,NeroMaschio,inc,506,prova_inc4,practiceWhitebad,506
29,Whitebad,23,1,528,ridere,Positivo,inc,528,prova_inc4,practiceWhitebad,528
29,Whitebad,25,1,444,bm56,NeroMaschio,inc,444,prova_inc4,practiceWhitebad,444
29,Whitebad,27,1,780,gloria,Positivo,inc,780,prova_inc4,practiceWhitebad,780
29,Whitebad,29,1,454,wf3,BiancoFem,inc,454,prova_inc4,practiceWhitebad,454
29,Whitebad,31,1,534,dolore,Negativo,inc,534,prova_inc4,practiceWhitebad,534
29,Whitebad,33,1,578,wm1,BiancoMaschio,inc,578,prova_inc4,practiceWhitebad,578
29,Whitebad,35,1,485,fallimento,Negativo,inc,485,prova_inc4,practiceWhitebad,485
29,Whitebad,37,1,491,bf23,NeroFemmina,inc,491,prova_inc4,practiceWhitebad,491
29,Whitebad,39,1,513,terribile,Negativo,inc,513,prova_inc4,practiceWhitebad,513
29,Whitebad,41,1,486,bm23,NeroMaschio,inc,486,prova_inc4,practiceWhitebad,486
29,Whitebad,44,1,653,bf14,NeroFemmina,inc,653,test_inc4,testWhitebad,653
29,Whitebad,46,0,780,pace,Positivo,inc,1290,test_inc4,testWhitebad,1290
29,Whitebad,49,1,538,bf23,NeroFemmina,inc,538,test_inc4,testWhitebad,538
29,Whitebad,51,1,478,fastidioso,Negativo,inc,478,test_inc4,testWhitebad,478
29,Whitebad,53,1,549,bm56,NeroMaschio,inc,549,test_inc4,testWhitebad,549
29,Whitebad,55,1,464,amore,Positivo,inc,464,test_inc4,testWhitebad,464
29,Whitebad,57,1,519,wm6,BiancoMaschio,inc,519,test_inc4,testWhitebad,519
29,Whitebad,59,1,396,male,Negativo,inc,396,test_inc4,testWhitebad,396
29,Whitebad,61,1,438,wf6,BiancoFem,inc,438,test_inc4,testWhitebad,438
29,Whitebad,63,1,502,gioia,Positivo,inc,502,test_inc4,testWhitebad,502
29,Whitebad,65,1,475,wm6,BiancoMaschio,inc,475,test_inc4,testWhitebad,475
29,Whitebad,67,1,626,odio,Negativo,inc,626,test_inc4,testWhitebad,626
29,Whitebad,69,1,890,bm14,NeroMaschio,inc,890,test_inc4,testWhitebad,890
29,Whitebad,71,0,577,piacere,Positivo,inc,987,test_inc4,testWhitebad,987
29,Whitebad,74,1,515,bf56,NeroFemmina,inc,515,test_inc4,testWhitebad,515
29,Whitebad,76,1,720,amore,Positivo,inc,720,test_inc4,testWhitebad,720
29,Whitebad,78,1,484,bm23,NeroMaschio,inc,484,test_inc4,testWhitebad,484
29,Whitebad,80,1,379,orribile,Negativo,inc,379,test_inc4,testWhitebad,379
29,Whitebad,82,1,461,bm23,NeroMaschio,inc,461,test_inc4,testWhitebad,461
29,Whitebad,84,1,548,terribile,Negativo,inc,548,test_inc4,testWhitebad,548
29,Whitebad,86,1,504,wf2,BiancoFem,inc,504,test_inc4,testWhitebad,504
29,Whitebad,88,1,574,dolore,Negativo,inc,574,test_inc4,testWhitebad,574
29,Whitebad,90,1,496,wf6,BiancoFem,inc,496,test_inc4,testWhitebad,496
29,Whitebad,92,1,439,pace,Positivo,inc,439,test_inc4,testWhitebad,439
29,Whitebad,94,1,535,wf3,BiancoFem,inc,535,test_inc4,testWhitebad,535
29,Whitebad,96,0,459,ridere,Positivo,inc,876,test_inc4,testWhitebad,876
29,Whitebad,99,1,601,wm4,BiancoMaschio,inc,601,test_inc4,testWhitebad,601
29,Whitebad,101,0,515,male,Negativo,inc,913,test_inc4,testWhitebad,913
29,Whitebad,104,1,583,wm1,BiancoMaschio,inc,583,test_inc4,testWhitebad,583
29,Whitebad,106,1,706,buono,Positivo,inc,706,test_inc4,testWhitebad,706
29,Whitebad,108,1,479,wm6,BiancoMaschio,inc,479,test_inc4,testWhitebad,479
29,Whitebad,110,0,1678,fallimento,Negativo,inc,1993,test_inc4,testWhitebad,1993
29,Whitebad,113,1,504,bf23,NeroFemmina,inc,504,test_inc4,testWhitebad,504
29,Whitebad,115,0,614,gioia,Positivo,inc,1036,test_inc4,testWhitebad,1036
29,Whitebad,118,1,637,wm1,BiancoMaschio,inc,637,test_inc4,testWhitebad,637
29,Whitebad,120,1,782,felicità,Positivo,inc,782,test_inc4,testWhitebad,782
29,Whitebad,122,1,480,wf3,BiancoFem,inc,480,test_inc4,testWhitebad,480
29,Whitebad,124,1,455,odio,Negativo,inc,455,test_inc4,testWhitebad,455
29,Whitebad,126,1,494,bm56,NeroMaschio,inc,494,test_inc4,testWhitebad,494
29,Whitebad,128,1,597,cattivo,Negativo,inc,597,test_inc4,testWhitebad,597
29,Whitegood,2,1,507,male,Negativo,comp,507,prova_comp6,practiceWhitegood,507
29,Whitegood,4,1,391,bm23,NeroMaschio,comp,391,prova_comp6,practiceWhitegood,391
29,Whitegood,6,1,514,fallimento,Negativo,comp,514,prova_comp6,practiceWhitegood,514
29,Whitegood,8,1,375,bm56,NeroMaschio,comp,375,prova_comp6,practiceWhitegood,375
29,Whitegood,10,1,450,amore,Positivo,comp,450,prova_comp6,practiceWhitegood,450
29,Whitegood,12,1,473,bf14,NeroFemmina,comp,473,prova_comp6,practiceWhitegood,473
29,Whitegood,14,1,576,pace,Positivo,comp,576,prova_comp6,practiceWhitegood,576
29,Whitegood,16,1,490,bf56,NeroFemmina,comp,490,prova_comp6,practiceWhitegood,490
29,Whitegood,18,1,688,buono,Positivo,comp,688,prova_comp6,practiceWhitegood,688
29,Whitegood,20,1,495,bm14,NeroMaschio,comp,495,prova_comp6,practiceWhitegood,495
29,Whitegood,22,0,861,cattivo,Negativo,comp,1215,prova_comp6,practiceWhitegood,1215
29,Whitegood,25,1,485,bf23,NeroFemmina,comp,485,prova_comp6,practiceWhitegood,485
29,Whitegood,27,1,484,terribile,Negativo,comp,484,prova_comp6,practiceWhitegood,484
29,Whitegood,29,1,394,bf23,NeroFemmina,comp,394,prova_comp6,practiceWhitegood,394
29,Whitegood,31,1,388,odio,Negativo,comp,388,prova_comp6,practiceWhitegood,388
29,Whitegood,33,1,382,bm14,NeroMaschio,comp,382,prova_comp6,practiceWhitegood,382
29,Whitegood,35,1,416,orribile,Negativo,comp,416,prova_comp6,practiceWhitegood,416
29,Whitegood,37,1,401,wf6,BiancoFem,comp,401,prova_comp6,practiceWhitegood,401
29,Whitegood,39,1,563,gloria,Positivo,comp,563,prova_comp6,practiceWhitegood,563
29,Whitegood,41,1,437,bm23,NeroMaschio,comp,437,prova_comp6,practiceWhitegood,437
29,Whitegood,44,1,562,bf56,NeroFemmina,comp,562,test_comp6,testWhitegood,562
29,Whitegood,46,1,558,dolore,Negativo,comp,558,test_comp6,testWhitegood,558
29,Whitegood,48,1,473,wf2,BiancoFem,comp,473,test_comp6,testWhitegood,473
29,Whitegood,50,1,456,fastidioso,Negativo,comp,456,test_comp6,testWhitegood,456
29,Whitegood,52,1,623,wm4,BiancoMaschio,comp,623,test_comp6,testWhitegood,623
29,Whitegood,54,1,456,ridere,Positivo,comp,456,test_comp6,testWhitegood,456
29,Whitegood,56,1,472,bm56,NeroMaschio,comp,472,test_comp6,testWhitegood,472
29,Whitegood,58,1,383,dolore,Negativo,comp,383,test_comp6,testWhitegood,383
29,Whitegood,60,1,545,wm1,BiancoMaschio,comp,545,test_comp6,testWhitegood,545
29,Whitegood,62,1,429,gioia,Positivo,comp,429,test_comp6,testWhitegood,429
29,Whitegood,64,1,405,wm6,BiancoMaschio,comp,405,test_comp6,testWhitegood,405
29,Whitegood,66,1,391,felicità,Positivo,comp,391,test_comp6,testWhitegood,391
29,Whitegood,68,1,361,wf3,BiancoFem,comp,361,test_comp6,testWhitegood,361
29,Whitegood,70,1,325,piacere,Positivo,comp,325,test_comp6,testWhitegood,325
29,Whitegood,72,1,345,wm1,BiancoMaschio,comp,345,test_comp6,testWhitegood,345
29,Whitegood,74,1,302,odio,Negativo,comp,302,test_comp6,testWhitegood,302
29,Whitegood,76,1,323,bf14,NeroFemmina,comp,323,test_comp6,testWhitegood,323
29,Whitegood,78,0,328,cattivo,Negativo,comp,643,test_comp6,testWhitegood,643
29,Whitegood,81,1,407,wf3,BiancoFem,comp,407,test_comp6,testWhitegood,407
29,Whitegood,83,1,433,gloria,Positivo,comp,433,test_comp6,testWhitegood,433
29,Whitegood,85,1,393,bf23,NeroFemmina,comp,393,test_comp6,testWhitegood,393
29,Whitegood,87,1,404,felicità,Positivo,comp,404,test_comp6,testWhitegood,404
29,Whitegood,89,1,485,wm6,BiancoMaschio,comp,485,test_comp6,testWhitegood,485
29,Whitegood,91,1,379,orribile,Negativo,comp,379,test_comp6,testWhitegood,379
29,Whitegood,93,1,453,wm4,BiancoMaschio,comp,453,test_comp6,testWhitegood,453
29,Whitegood,95,1,453,gioia,Positivo,comp,453,test_comp6,testWhitegood,453
29,Whitegood,97,0,388,wf6,BiancoFem,comp,720,test_comp6,testWhitegood,720
29,Whitegood,100,1,593,piacere,Positivo,comp,593,test_comp6,testWhitegood,593
29,Whitegood,102,1,370,bm23,NeroMaschio,comp,370,test_comp6,testWhitegood,370
29,Whitegood,104,1,389,buono,Positivo,comp,389,test_comp6,testWhitegood,389
29,Whitegood,106,0,471,wf2,BiancoFem,comp,931,test_comp6,testWhitegood,931
29,Whitegood,109,1,771,fallimento,Negativo,comp,771,test_comp6,testWhitegood,771
29,Whitegood,111,1,414,bf56,NeroFemmina,comp,414,test_comp6,testWhitegood,414
29,Whitegood,113,1,463,terribile,Negativo,comp,463,test_comp6,testWhitegood,463
29,Whitegood,115,0,350,wf2,BiancoFem,comp,654,test_comp6,testWhitegood,654
29,Whitegood,118,1,477,amore,Positivo,comp,477,test_comp6,testWhitegood,477
29,Whitegood,120,1,347,wm6,BiancoMaschio,comp,347,test_comp6,testWhitegood,347
29,Whitegood,122,1,295,pace,Positivo,comp,295,test_comp6,testWhitegood,295
29,Whitegood,124,1,284,wf3,BiancoFem,comp,284,test_comp6,testWhitegood,284
29,Whitegood,126,0,291,male,Negativo,comp,674,test_comp6,testWhitegood,674
30,Whitebad,2,1,871,cattivo,Negativo,inc,871,prova_inc5,practiceWhitebad,871
30,Whitebad,4,1,1013,bm14,NeroMaschio,inc,1013,prova_inc5,practiceWhitebad,1013
30,Whitebad,6,1,1031,fastidioso,Negativo,inc,1031,prova_inc5,practiceWhitebad,1031
30,Whitebad,8,1,719,wm4,BiancoMaschio,inc,719,prova_inc5,practiceWhitebad,719
30,Whitebad,10,1,637,ridere,Positivo,inc,637,prova_inc5,practiceWhitebad,637
30,Whitebad,12,1,637,bf56,NeroFemmina,inc,637,prova_inc5,practiceWhitebad,637
30,Whitebad,14,1,605,fallimento,Negativo,inc,605,prova_inc5,practiceWhitebad,605
30,Whitebad,16,1,527,bm23,NeroMaschio,inc,527,prova_inc5,practiceWhitebad,527
30,Whitebad,18,0,620,dolore,Negativo,inc,1279,prova_inc5,practiceWhitebad,1279
30,Whitebad,21,1,809,wm1,BiancoMaschio,inc,809,prova_inc5,practiceWhitebad,809
30,Whitebad,23,0,595,gioia,Positivo,inc,950,prova_inc5,practiceWhitebad,950
30,Whitebad,26,1,1102,wf2,BiancoFem,inc,1102,prova_inc5,practiceWhitebad,1102
30,Whitebad,28,1,716,pace,Positivo,inc,716,prova_inc5,practiceWhitebad,716
30,Whitebad,30,1,649,bf14,NeroFemmina,inc,649,prova_inc5,practiceWhitebad,649
30,Whitebad,32,1,624,piacere,Positivo,inc,624,prova_inc5,practiceWhitebad,624
30,Whitebad,34,1,705,wf3,BiancoFem,inc,705,prova_inc5,practiceWhitebad,705
30,Whitebad,36,1,639,buono,Positivo,inc,639,prova_inc5,practiceWhitebad,639
